id,title,directors,genres_list,prod_companies,vote_average
21055,All Over the Guy,Julie Davis,"Comedy,Romance",LionsGate,5.6
24936,The Deep End,"Scott McGehee,David Siegel","Drama,Crime,Mystery",i5 Films,6.0
80070,On the Edge,John Carney,"Drama,Romance",Hell's Kitchen Films,7.4
10972,Session 9,Brad Anderson,"Horror,Mystery","October Films,USA Films,Scout Productions",6.2
1722,Captain Corelli's Mandolin,John Madden,"Drama,History,Romance","Miramax Films,Universal Pictures",5.6
9896,Rat Race,Jerry Zucker,"Adventure,Comedy","Paramount Pictures,Fireworks Pictures,Alphaville Films",6.0
9683,Bubble Boy,Blair Hayes,"Adventure,Comedy,Drama,Romance",Touchstone Pictures,5.1
2779,The Curse of the Jade Scorpion,Woody Allen,"Comedy,Crime,Mystery,Romance,Thriller","DreamWorks SKG,Gravier Productions",6.5
2294,Jay and Silent Bob Strike Back,Kevin Smith,Comedy,"Dimension Films,View Askew Productions,Miramax",6.4
10016,Ghosts of Mars,John Carpenter,"Action,Horror,Science Fiction","Screen Gems,Storm King Productions,Animationwerks",4.8
26602,Summer Catch,Mike Tollin,"Drama,Comedy,Romance","Tollin/Robbins Productions,Warner Bros.",4.8
37920,An American Rhapsody,Éva Gárdos,"Drama,Family","Paramount Classics,Fireworks Pictures,Seven Arts Pictures",6.0
22230,Happy Accidents,Brad Anderson,"Comedy,Romance,Science Fiction",Independent Film Channel,7.1
13966,Maybe Baby,Ben Elton,"Comedy,Romance","Pandora Cinema,BBC Films",5.6
742,Together,Lukas Moodysson,"Drama,Comedy,Romance","Nordisk Film,Memfis Film,Key Films",6.8
15104,Tortilla Soup,María Ripoll,"Comedy,Drama,Romance",None,5.8
8922,Jeepers Creepers,Victor Salva,"Horror,Thriller","United Artists,American Zoetrope,Cinerenta Medienbeteiligungs KG,Cinerenta-Cinebeta,VCL Communications",6.1
11065,O,Tim Blake Nelson,"Drama,Romance,Thriller","FilmEngine,Chickie The Cop Production,Daniel Fried Productions,Rhulen Entertainment",5.8
16314,3 Ninjas,Jon Turteltaub,"Action,Adventure,Comedy,Family",Touchstone Pictures,5.5
5922,The Hunter,Buzz Kulik,"Action,Drama,Thriller","Paramount Pictures,Rastar Pictures",6.2
27346,Maniac,William Lustig,Horror,Magnum Motion Pictures Inc..,6.1
34223,Vamp,Richard Wenk,"Comedy,Horror","Balcor Film Investors,Planet Productions",5.9
16307,The Wicker Man,Robin Hardy,"Horror,Music,Mystery,Thriller",British Lion Film Corporation,7.1
27681,Wish Upon a Star,Blair Treu,"Family,Comedy,Fantasy","Warner Home Video,Disney Channel,Columbia TriStar Home Entertainment,Leucadia Film Corporation",6.2
11370,The Musketeer,Peter Hyams,"Action,Adventure,Drama","Crystal Sky Worldwide,MDP Worldwide,ApolloMedia Distribution,Carousel Picture Compan,Signature Entertainment,Luxembourg Film Fund,D'Artagnan Productions Limited,Q&Q Medien GmbH",5.2
12508,Rock Star,Stephen Herek,"Music,Drama,Comedy","Bel Air Entertainment,Warner Bros.,Robert Lawrence Productions,Metal Productions Inc.,Maysville Pictures",6.0
25462,Two Can Play That Game,Mark Brown,"Comedy,Romance",Screen Gems,6.6
18734,L.I.E.,Michael Cuesta,Drama,None,6.7
44321,Our Lady of the Assassins,Barbet Schroeder,"Crime,Drama,Romance","Les Films du Losange,Canal+,Tornasol Films,Vertigo Films,Proyecto Tucan",6.5
26661,Abbott and Costello Meet the Mummy,Charles Lamont,Comedy,Universal Pictures International (UPI),6.4
5998,"Dr. Mabuse, the Gambler",Fritz Lang,"Crime,Drama,Mystery,Thriller",Uco-Film GmbH,7.6
2176,The Glass House,Daniel Sackheim,"Drama,Thriller",Original Film,5.4
20857,Hardball,Brian Robbins,"Comedy,Romance","Paramount Pictures,GHS Productions KG,Munich Film Partners & Company (MFP) GHS Productions,Nides/McCormick Productions",6.3
22617,Dinner Rush,Bob Giraldi,"Drama,Action,Thriller","Access Motion Picture Group,Giraldi-Suarez-DiGiaimo Productions",7.1
2185,Big Trouble,Barry Sonnenfeld,"Action,Comedy,Thriller",Touchstone Pictures,6.3
2034,Training Day,Antoine Fuqua,"Action,Crime,Drama,Thriller","Village Roadshow Pictures,NPV Entertainment,Warner Bros.,Outlaw Productions (I),WV Films II",7.3
21538,The American Astronaut,Cory McAbee,"Action,Comedy,Science Fiction,Music",None,6.5
51722,Children Underground,Edet Belzberg,Documentary,None,7.2
48834,Liam,Stephen Frears,Drama,"British Broadcasting Corporation (BBC),Road Movies Filmproduktion,Liam Films",6.3
31016,Sidewalks of New York,Edward Burns,"Comedy,Drama,Romance",Paramount Classics,5.6
32567,The Endurance: Shackleton's Legendary Antarctic Expedition,George Butler,"Documentary,History",Discovery Channel Pictures,6.2
12537,The French Lieutenant's Woman,Karel Reisz,"Drama,Romance",Juniper Films,6.7
9028,The Great Silence,Sergio Corbucci,"Action,Drama,Western","Les Films Corona,Adelphia Compagnia Cinematografica",7.5
16180,The Legend of Hell House,John Hough,"Horror,Mystery",Academy Pictures,6.5
11521,Little Man Tate,Jodie Foster,"Drama,Family",Orion Pictures,6.0
21028,Moscow Does Not Believe in Tears,Vladimir Menshov,"Drama,Comedy,Romance",Mosfilm,7.9
27327,Phantom of the Paradise,Brian De Palma,"Comedy,Fantasy,Horror,Music,Thriller","Twentieth Century Fox Film Corporation,Harbor Productions",7.5
35200,The Return of a Man Called Horse,Irvin Kershner,"Action,Drama,Western","United Artists,Sandy Howard Productions",5.3
21242,Valdez Is Coming,Edwin Sherin,Western,"Norlan Productions,Ira Steiner Productions",5.5
29756,13 Ghosts,William Castle,Horror,William Castle Productions,5.6
20115,Opera,Dario Argento,"Thriller,Horror,Mystery",None,6.6
30295,Father Goose,Ralph Nelson,"Adventure,Comedy,Romance",Granox Productions,6.5
25767,The Grass Is Greener,Stanley Donen,"Comedy,Drama,Romance",Grandon Productions,5.5
22874,Indiscreet,Stanley Donen,"Comedy,Romance","Warner Bros.,Grandon Productions Ltd.",6.3
11576,"It's a Mad, Mad, Mad, Mad World",Stanley Kramer,"Action,Adventure,Comedy,Crime","United Artists,Casey Productions",7.0
43802,The Little Foxes,William Wyler,"Drama,Romance","RKO Radio Pictures,Samuel Goldwyn Compan",7.7
9660,Operation Petticoat,Blake Edwards,"Action,Comedy,Romance",Universal International Pictures (UI),6.9
15393,Play Misty for Me,Clint Eastwood,"Crime,Drama,Romance,Thriller","Universal Pictures,Malpaso Productions",6.5
248,Pocketful of Miracles,Frank Capra,"Comedy,Drama",Franton Production,7.3
40885,Sayonara,Joshua Logan,"Drama,Romance","William Goetz Productions,Pennebaker Productions",5.4
25905,The Shop on Main Street,"Ján Kadár,Elmar Klos","Drama,War",Filmové Studio Barrandov,7.4
21148,Spring Break,Sean S. Cunningham,"Comedy,Romance",Fogbound Inc.,5.1
1644,The Vanishing,George Sluizer,"Thriller,Drama,Mystery",Twentieth Century Fox Film Corporation,5.9
12502,Silkwood,Mike Nichols,"Drama,Thriller",ABC Pictures,6.9
10373,Quadrophenia,Franc Roddam,"Drama,Music","The Criterion Collection,Polytel,The Who Films",7.2
13766,SpaceCamp,Harry Winer,"Family,Adventure",ABC Motion Pictures,5.8
16380,When Worlds Collide,Rudolph Maté,"Action,Fantasy,Science Fiction,Thriller",Paramount Pictures,6.2
12103,Don't Say a Word,Gary Fleder,Thriller,"Village Roadshow Pictures,NPV Entertainment,Regency Enterprises,Kopelson Entertainment,Epsilon Motion Pictures,New Regency Pictures,Furthur Films",6.0
11313,Hearts in Atlantis,Scott Hicks,"Drama,Mystery","Village Roadshow Pictures,Castle Rock Entertainment,Warner Bros.",6.5
9398,Zoolander,Ben Stiller,Comedy,"Paramount Pictures,Village Roadshow Pictures,NPV Entertainment,Scott Rudin Productions,Red Hour Productions,Tenth Planet Productions,VH1 Television,Red Hour Films,MFP Munich Film Partners GmbH & Company I. Produktions KG",6.1
10866,Joy Ride,John Dahl,"Mystery,Thriller,Drama","Regency Enterprises,Epsilon Motion Pictures,LivePlanet,New Regency Pictures,Bad Robot",6.3
34549,Max Keeble's Big Move,Tim Hill,"Comedy,Family,Fantasy,Science Fiction","Walt Disney Pictures,Karz Entertainment",5.4
9778,Serendipity,Peter Chelsom,"Comedy,Romance","Miramax Films,Tapestry Films,Simon Fields Productions",6.6
58429,La Cienaga,Lucrecia Martel,"Comedy,Drama","Wanda Visión S.A.,Cuatro Cabezas,4k Films",7.1
16121,The Big Red One,Samuel Fuller,"Drama,War",Lorimar Productions,6.8
166,The Party,Claude Pinoteau,"Drama,Romance,Comedy","Gaumont,Gaumont International,Production Marcel Dassault",6.4
42787,Lady in a Cage,Walter Grauman,"Drama,Mystery,Thriller","Paramount Pictures,Luther Davis Productions,AEC",6.6
1623,Brubaker,Stuart Rosenberg,"Crime,Drama",Twentieth Century Fox Film Corporation,7.1
13550,The Changeling,Peter Medak,"Horror,Thriller","Chessman Park Productions,Carolco Pictures",7.0
13612,Cheech & Chong's Next Movie,Tommy Chong,"Action,Adventure,Comedy",Universal Pictures,6.5
16769,Coal Miner's Daughter,Michael Apted,"Drama,Music",Universal Pictures,7.2
27958,Cruising,William Friedkin,"Horror,Action,Drama,Mystery,Thriller","Lorimar Film Entertainment,CiP - Europaische Treuhand AG",6.0
31703,Death Ship,Alvin Rakoff,"Adventure,Horror,Mystery,Thriller","Lamitas,Astral Bellevue Pathé,Bloodstar Productions",5.5
1716,The Last Metro,François Truffaut,"Drama,Romance,War","Les Films du Carrosse,TF1 Films Production,Société Française de Production (SFP),Sédif Productions",7.2
3172,Bandits,Barry Levinson,"Action,Comedy,Crime,Romance","Cheyenne Enterprises,Epsilon Motion Pictures,Empire Pictures,Metro-Goldwyn-Mayer (MGM),Hyde Park Entertainment,Baltimore Spring Creek Productions,Lotus Pictures",6.2
17708,Corky Romano,Rob Pritts,"Action,Comedy,Crime","Robert Simonds Productions,Touchstone Pictures",4.1
12780,Iron Monkey,Yuen Woo-ping,"Action,Crime,Drama","Golden Harvest Company,Film Workshop,Long Shong Pictures,Media Asia Films",7.6
570,Fat Girl,Catherine Breillat,Drama,"CB Films,Canal+,Arte France Cinéma,Flach Film,Urania Pictures S.r.l.,Centre National de la Cinématographie (CNC),Immagine e Cinema",6.2
1018,Mulholland Drive,David Lynch,"Thriller,Drama,Mystery","Asymmetrical Productions,Les Films Alain Sarde,Babbo Inc.,The Picture Factory,Canal+",7.7
25641,My First Mister,Christine Lahti,"Comedy,Drama,Romance","Film Roman Productions,ApolloMedia Distribution,Total Film Group,Firelight Films",6.4
16767,Spriggan,Hirotsugu Kawasaki,"Action,Animation,Science Fiction","Bandai Visual Company (JAPAN),Tokyo Broadcasting System (TBS),Studio 4°C",6.0
27396,Brannigan,Douglas Hickox,"Action,Crime,Drama,Mystery,Thriller","Levy-Gardner-Laven,United Artists Pictures,Wellborn",5.1
26299,Clambake,Athur H. Nadel,"Music,Romance","Levy-Gardner-Laven,Rhodes Pictures",5.6
984,Dirty Harry,Don Siegel,"Action,Crime,Thriller","Warner Bros.,Malpaso Company",7.4
14811,Fiddler on the Roof,Norman Jewison,"Drama,Romance","United Artists,Cartier Productions,Mirisch Corporatio",7.4
9585,Not Without My Daughter,Brian Gilbert,"Drama,Thriller","Pathé Entertainment,Metro-Goldwyn-Mayer (MGM),Ufland",6.2
14267,Female Trouble,John Waters,"Comedy,Crime",Dreamland,6.9
768,From Hell,"Albert Hughes,Allen Hughes","Horror,Mystery,Thriller","Twentieth Century Fox Film Corporation,Underworld Entertainment",6.6
2100,The Last Castle,Rod Lurie,"Action,Drama,Thriller",DreamWorks SKG,7.0
11091,Riding in Cars with Boys,Penny Marshall,"Comedy,Drama,Romance",Columbia Pictures,6.5
3173,Bangkok Dangerous,"Oxide Pang Chun,Danny Pang","Thriller,Action,Crime,Drama","Film Bangkok,Pang Bros.",6.1
27092,Burnt Money,Marcelo Piñeyro,Crime,"Ibermedia,Vía Digital,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Tornasol Films,Oscar Kramer S.A.,Cuatro Cabezas,Estudios Darwin,Romikin S.A.,Patricio Tobal,Editorial Capayán,Fundación Octubre,Mandarin Films S.A.,Punto B.S.R.L. Planificación y Medios,Taxi Films",6.4
23941,Dancing at the Blue Iguana,Michael Radford,"Drama,Mystery","Dragon Pictures,Moonstone Entertainment,Bergman Lustig Productions,Gallery Motion Pictures,Keystone Studios",5.3
11845,Intimacy,Patrice Chéreau,"Romance,Drama","ARTE France Cinéma,StudioCanal",6.1
9081,Waking Life,Richard Linklater,"Animation,Drama","Fox Searchlight Pictures,Thousand Words,Independent Film Channel (IFC),Detour Filmproduction,Line Research,Flat Black Films",7.6
167,K-PAX,Iain Softley,"Drama,Science Fiction","Intermedia Films,Lawrence Gordon Productions,Pathé Pictures International,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG",7.1
9378,Thir13en Ghosts,Steve Beck,"Horror,Thriller","Columbia Pictures Corporation,Dark Castle Entertainment,Warner Bros.,13 Ghosts Productions Canada Inc.",5.4
141,Donnie Darko,Richard Kelly,"Fantasy,Drama,Mystery","Pandora Cinema,Twentieth Century Fox Film Corporation,Flower Films,Adam Fields Productions",7.7
10034,High Heels and Low Lifes,Mel Smith,"Action,Crime,Comedy","Fragile Films,Touchstone Pictures",6.4
11457,Life as a House,Irwin Winkler,Drama,New Line Cinema,7.2
10778,The Man Who Wasn't There,Joel Coen,"Crime,Drama",The KL Line,7.4
11456,Domestic Disturbance,Harold Becker,"Mystery,Thriller,Crime",Paramount Pictures,5.4
585,"Monsters, Inc.",Pete Docter,"Animation,Comedy,Family","Walt Disney Pictures,Pixar Animation Studios",7.5
10796,The One,James Wong,"Action,Science Fiction,Thriller","Columbia Pictures,Revolution Studios,Hard Eight Pictures,Wonder works studios entertainment group",5.7
23949,Tape,Richard Linklater,Drama,"The Independent Film Channel Productions,Detour Filmproduction,IFC Productions,InDigEnt (Independent Digital Entertainment),Tape Productions Inc.",6.9
11088,Heist,David Mamet,"Action,Crime,Drama,Thriller","Epsilon Motion Pictures,Franchise Pictures,Indelible Pictures,Linson Entertainment,Art Linson Productions,Morgan Creek Productions,Stolen Film Productions",6.3
9889,Shallow Hal,"Bobby Farrelly,Peter Farrelly","Comedy,Romance",Twentieth Century Fox Film Corporation,5.7
45964,When a Stranger Calls,Fred Walton,"Horror,Thriller","Columbia Pictures Corporation,Melvin Simon Productions",6.3
13408,The Wash,DJ Pooh,"Action,Comedy",Lionsgate,5.3
671,Harry Potter and the Philosopher's Stone,Chris Columbus,"Adventure,Fantasy,Family","1492 Pictures,Warner Bros.,Heyday Films",7.5
17731,The Fluffer,"Richard Glatzer,Wash Westmoreland","Comedy,Drama","TLA Releasing,Fluff and Fold LLC",5.4
20794,Novocaine,David Atkins,"Comedy,Crime,Thriller",Numb Gums Production Inc.,6.0
11469,Black Knight,Gil Junger,"Adventure,Comedy,Fantasy","Twentieth Century Fox Film Corporation,Regency Enterprises,Epsilon Motion Pictures,New Regency Pictures,Runteldat Entertainment,Fir",5.1
14369,Out Cold,"Brendan Malloy,Emmett Malloy",Comedy,"Spyglass Entertainment,Donners' Company,Epsilon Motion Pictures,Touchstone Pictures",5.8
1535,Spy Game,Tony Scott,"Action,Crime,Thriller","Universal Pictures,Metropolitan Filmexport,Toho-Towa,Red Wagon Productions,Beacon Communications,Kalima Productions GmbH & Co. KG",6.8
1433,The Devil's Backbone,Guillermo del Toro,"Fantasy,Drama,Horror,Thriller,Science Fiction","Producciones Anhelo,Canal+ España,Tequila Gang,El Deseo S.A.,Sogepaq",7.2
1999,In the Bedroom,Todd Field,"Drama,Thriller","Miramax Films,GreeneStreet/SKE Films",6.4
23847,Across 110th Street,Barry Shear,"Action,Crime,Drama,Thriller",Film Guarantors,6.9
50785,Le Petit Soldat,Jean-Luc Godard,"Drama,War","Société Nouvelle de Cinématographie,Les Films Georges de Beauregard",7.3
11834,Jabberwocky,Terry Gilliam,"Fantasy,Comedy","Umbrella Films,Python Films",5.8
16085,Funny Girl,William Wyler,"Drama,Comedy,Music,Romance","Columbia Pictures Corporation,Rastar Productions",6.9
27405,Circus of Horrors,Sidney Hayers,Horror,Lynx Films Ltd.,5.5
269,Breathless,Jean-Luc Godard,"Drama,Crime","Société Nouvelle de Cinématographie,Les Films Impéria,Les Productions Georges de Beauregard",7.7
16441,The Beastmaster,Don Coscarelli,"Action,Fantasy","Antares Produzione Cinematografica,Metro-Goldwyn-Mayer (MGM)",6.0
11422,Midway,Jack Smight,"Action,Drama,History,War","Universal Pictures,The Mirisch Corporation",6.3
31037,MacArthur,Joseph Sargent,"Drama,History",Universal Pictures Corporation,6.4
40739,The Young Lions,Edward Dmytryk,"Action,Drama,War",Twentieth Century Fox Film Corporation,6.4
10656,Subway,Luc Besson,"Action,Thriller",Gaumont,6.3
32847,"Now, Voyager",Irving Rapper,"Drama,Romance",Warner Bros.,7.1
39938,Little Women,George Cukor,"Drama,Family",RKO Radio Pictures,6.0
35284,Anzio,"Edward Dmytryk,Duilio Coletti","Action,Drama,War","Columbia Pictures Corporation,Dino de Laurentiis Cinematografica",5.5
14584,The Cheap Detective,Robert Moore,"Comedy,Thriller,Crime,Mystery","Columbia Pictures Corporation,Rastar Pictures,EMI Films",6.6
72277,The Last Wave,Peter Weir,"Drama,Mystery,Thriller",Australian Film Commission,6.8
5781,That Obscure Object of Desire,Luis Buñuel,"Comedy,Drama,Romance","Greenwich Film Productions,In-Cine Compania Industrial Cinematografica,Les Films Galaxie",7.5
23805,The Toy,Richard Donner,"Comedy,Family","Columbia Pictures,Delphi Films,Rastar Films",5.7
34388,Funeral in Berlin,Guy Hamilton,Thriller,"Paramount Pictures,Lowndes Productions Limited",6.1
39867,Don't Go in the House,Joseph Ellison,Horror,Turbine Films Inc.,6.0
11033,Dressed to Kill,Brian De Palma,"Horror,Mystery,Thriller","Filmways Pictures,Cinema 77 Films",6.8
37835,The Exterminator,James Glickenhaus,"Action,Thriller,Crime,Drama","AVCO Embassy Pictures,Interstar",6.1
3537,Fame,Alan Parker,Drama,Metro-Goldwyn-Mayer (MGM),6.0
27145,The Aviator's Wife,Éric Rohmer,"Comedy,Drama,Romance",Les Films du Losange,7.2
8738,The Final Countdown,Don Taylor,"Action,Science Fiction",The Bryna Company,6.1
3604,Flash Gordon,Mike Hodges,Science Fiction,"Dino De Laurentiis Company,Starling Films",6.1
6974,The Angry Red Planet,Ib Melchior,"Adventure,Science Fiction","American International Pictures (AIP),Sino",5.7
26398,At the Earth's Core,Kevin Connor,"Adventure,Fantasy,Science Fiction","Amicus Productions,American International Pictures (AIP),Burroughs Productions Inc.",5.4
10649,The Enforcer,James Fargo,"Action,Crime,Thriller",Warner Bros.,6.7
42566,An Eye for an Eye,Steve Carver,"Adventure,Action,Crime","Adams Apple Film Company,South Street Films,Wescom Barber International",5.5
17689,The Gauntlet,Clint Eastwood,"Drama,Action,Crime,Thriller","Malpaso Productions,Warner Bros.",6.6
34084,I Bury the Living,Albert Band,Horror,Maxim Productions,5.9
15983,Invasion U.S.A.,Joseph Zito,"Action,Thriller",Cannon Films,5.3
14854,Lone Wolf McQuade,Steve Carver,"Action,Crime,Drama,Romance,Thriller,Western","1818,Lone Wolf McQuade Associates,Topkick Productions",5.5
10847,Lord of the Flies,Harry Hook,"Adventure,Drama,Thriller","Castle Rock Entertainment,Nelson Entertainment,Jack's Camp",6.5
27591,The People That Time Forgot,Kevin Connor,"Adventure,Fantasy,Science Fiction",American International Pictures (AIP),5.4
299,Ocean's Eleven,Lewis Milestone,"Thriller,Music,Comedy,Crime","Warner Bros.,Dorchester",6.6
42160,The Stunt Man,Richard Rush,"Action,Comedy,Drama,Thriller","Twentieth Century Fox Film Corporation,Simon Productions",7.0
10650,Sudden Impact,Clint Eastwood,"Action,Crime,Thriller",Warner Bros.,6.5
8007,Behind Enemy Lines,John Moore,"Action,Drama,Thriller,War","Twentieth Century Fox Film Corporation,Davis Entertainment",6.0
19076,The Affair of the Necklace,Charles Shyer,"Drama,History",Alcon Entertainment,6.0
13503,Texas Rangers,Steve Miner,"Action,Western",Dimension Films,5.4
161,Ocean's Eleven,Steven Soderbergh,"Thriller,Crime","Village Roadshow Pictures,Section Eight,NPV Entertainment,Jerry Weintraub Productions,Warner Bros.,WV Films II",7.2
43774,Baran,Majid Majidi,"Drama,Foreign,Romance",Fouad Nahas,7.6
31064,The Business of Strangers,Patrick Stettner,"Drama,Thriller","i5 Films,Headquarters",5.7
31682,The Incredible Shrinking Man,Jack Arnold,"Drama,Science Fiction,Thriller",Universal International Pictures (UI),7.3
8342,No Man's Land,Danis Tanović,"Drama,Action,History","Eurimages,TPS Cinéma,Man's Films,Counihan Villiers Productions,Rai Cinema,Radio Télévision Belge Francophone (RTBF),Télédistributeurs Wallons,Noé Productions,British Screen Finance Ltd,Studio Maj,Fabrica,Foundation Montecinema Verità,The Centre du Cinema et de l'Audiovisuel de la Communauté Française de Belgique,Slovenian Film Fund,Multivision,Canal + Belgique,Fondazione MonteCinemaVerità Locarno,Direction du Développement et de la Coopération (DDC,The European Co-Production Fund Limited",7.4
4886,And Then There Were None,René Clair,"Crime,Drama,Mystery",Rene Clair Productions,6.7
228,The Blue Angel,Josef von Sternberg,Drama,Universum Film (UFA),7.4
23111,Moscow on the Hudson,Paul Mazursky,"Comedy,Drama,Romance","Columbia Pictures Corporation,Bavaria Film,ML Delphi Premier Productions",6.3
42597,The Owl and the Pussycat,Herbert Ross,"Comedy,Romance",Columbia Pictures,6.6
194,Amélie,Jean-Pierre Jeunet,"Comedy,Romance","France 3 Cinéma,Claudie Ossard Productions,MMC Independent,Canal+,Tapioca Films,Sofica Sofinergie 5,Victoires Productions,Filmstiftung Nordrhein-Westfalen,Union Générale Cinématographique (UGC)",7.8
11397,Not Another Teen Movie,Joel Gallen,Comedy,"Original Film,Columbia Pictures Corporation,Neal H. Moritz Productions",5.5
1903,Vanilla Sky,Cameron Crowe,"Drama,Mystery,Romance,Science Fiction,Thriller","Paramount Pictures,Cruise-Wagner Productions,Vinyl Films",6.5
11889,Iris,Richard Eyre,"Drama,Romance","Miramax Films,BBC Films,Intermedia Films",6.2
28171,Kandahar,"Mojtaba Mirtahasebi,Kaveh Moinfar,Mohsen Makhmalbaf",Drama,"Bac Films,Studio Canal,Makhmalbaf Productions",6.0
9523,Lantana,Ray Lawrence,"Crime,Drama,Mystery,Thriller","Australian Film Finance Corporation (AFFC),MBP (Germany),Jan Chapman Productions,The New South Wales Film and Television Office",6.4
9428,The Royal Tenenbaums,Wes Anderson,"Comedy,Drama",Touchstone Pictures,7.4
1649,Bill & Ted's Bogus Journey,Peter Hewitt,"Adventure,Comedy,Family,Fantasy,Science Fiction","Orion Pictures,Nelson Entertainment",5.9
11938,Clockwise,Christopher Morahan,Comedy,Thorn EMI Screen Entertainment,6.3
35201,The Holcroft Covenant,John Frankenheimer,"Action,Crime,Thriller",Thorn EMI Screen Entertainment,5.2
26978,Spacehunter: Adventures in the Forbidden Zone,Lamont Johnson,"Adventure,Science Fiction","Columbia Pictures Corporation,Delphi Productions,Zone Productions",5.1
19209,White Water Summer,Jeff Bleckner,"Family,Adventure,Drama","Columbia Pictures Corporation,Polar Entertainment",6.1
8386,How High,Jesse Dylan,Comedy,"Universal Pictures,Jersey Films,Native Pictures Productions",6.4
12589,Jimmy Neutron: Boy Genius,John A. Davis,"Action,Adventure,Animation,Comedy,Family,Fantasy,Science Fiction","Nickelodeon Movies,Universal Cartoon Studios,Paramount Animation",5.6
12312,Joe Somebody,John Pasquin,Comedy,"Regency Enterprises,Fox 2000 Pictures,Kopelson Entertainment,Epsilon Motion Pictures,Atchity Entertainment International (AEI)",5.5
11232,Kate & Leopold,James Mangold,"Comedy,Fantasy,Romance,Science Fiction","Miramax Films,Konrad Pictures",6.0
120,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,"Adventure,Fantasy,Action","WingNut Films,New Line Cinema,The Saul Zaentz Company",8.0
11086,The Majestic,Frank Darabont,"Drama,Romance","Village Roadshow Pictures,Castle Rock Entertainment,NPV Entertainment,Darkwoods Productions",6.6
453,A Beautiful Mind,Ron Howard,"Drama,Romance","Imagine Entertainment,DreamWorks SKG,Universal Pictures",7.7
18939,Little Otik,Jan Švankmajer,"Animation,Fantasy,Drama,Horror,Comedy,Science Fiction",Athanor,7.2
12724,The Convent,Mike Mendez,"Horror,Thriller,Comedy",Alpine Pictures,5.4
11414,The Defiant Ones,Stanley Kramer,"Crime,Drama","Stanley Kramer Productions,Curtleigh Productions",6.9
31507,Dodsworth,William Wyler,"Drama,Romance",Samuel Goldwyn Compan,6.9
42612,Medium Cool,Haskell Wexler,Drama,"Paramount Pictures,H & J",7.0
18783,Sahara,Zoltan Korda,"Action,Adventure,Drama,War",Columbia Pictures Corporation,7.3
12593,Fritz the Cat,Ralph Bakshi,"Animation,Comedy,Drama","Steve Krantz Productions,Cinemation Industries,Black Ink Films,Aurica Finance Company,Fritz Productions",6.2
10794,The Party,Blake Edwards,Comedy,The Mirisch Corporation,7.3
43136,Separate Tables,Delbert Mann,"Drama,Romance","Hecht-Hill-Lancaster Productions,Norlan Productions,Clifton Productions",6.3
45491,Sex and Zen,Michael Mak,"Drama,Adventure,Comedy",Golden Harvest Company,5.8
5052,Topkapi,Jules Dassin,"Adventure,Comedy,Crime",Filmways Pictures,6.1
37257,Witness for the Prosecution,Billy Wilder,"Drama,Mystery,Crime",Edward Small Productions,8.1
8489,Ali,Michael Mann,Drama,Columbia Pictures Corporation,6.7
855,Black Hawk Down,Ridley Scott,"Action,History,War","Jerry Bruckheimer Films,Revolution Studios,Scott Free Productions",7.2
12660,Charlotte Gray,Gillian Armstrong,"Drama,History,Romance,War","Senator Film Produktion,Ecosse Films,Film4,Pod Films",6.1
10269,Yentl,Barbra Streisand,"Music,Drama,Romance","United Artists,Barwood Films,Ladbroke",6.2
5279,Gosford Park,Robert Altman,"Drama,Mystery,Thriller",USA Films,6.8
10950,I Am Sam,Jessie Nelson,Drama,New Line Cinema,7.2
1365,Monster's Ball,Marc Forster,"Drama,Romance","Lions Gate Films,Lee Daniels Entertainment",6.6
6440,The Shipping News,Lasse Hallström,"Drama,Romance",Miramax Films,6.4
14580,The Big Heat,Fritz Lang,"Crime,Drama",Columbia Pictures,7.9
49410,Motorama,Barry Shils,Comedy,"Planet Productions,Proletariat Productions Corporation",6.2
6037,Murder by Death,Robert Moore,"Comedy,Crime,Mystery,Thriller","Columbia Pictures Corporation,Rastar Pictures",7.4
42987,The Servant,Joseph Losey,Drama,"Associated British-Pathé,Elstree Distributors,Springbok Productions",7.3
27099,Come Undone,Sébastien Lifshitz,"Romance,Drama","Man's Films,Arte France Cinéma,Radio Télévision Belge Francophone (RTBF),Lancelot Films",6.1
11857,Orange County,Jake Kasdan,"Comedy,Drama","Paramount Pictures,MTV Films",6.0
6312,Brotherhood of the Wolf,Christophe Gans,"Adventure,Horror,Action,History","Davis-Films,Eskwad,TF1 Films Production,Canal+,Studio Image Soficas,Natexis Banques Populaires Images",6.6
11595,Another 48 Hrs.,Walter Hill,"Thriller,Action,Comedy,Crime,Drama",Paramount Pictures,5.8
24166,What Time Is It There?,Tsai Ming-liang,"Drama,Romance","Arena Films,Homegreen Films",7.5
26337,China Moon,John Bailey,"Mystery,Thriller",Orion Pictures,5.4
10170,The Russia House,Fred Schepisi,"Drama,Action,Thriller,Romance","Pathé Entertainment,Metro-Goldwyn-Mayer (MGM),Star Partners III Ltd.",6.3
18317,Truly Madly Deeply,Anthony Minghella,"Fantasy,Drama,Comedy,Science Fiction,Romance","British Broadcasting Corporation (BBC),Lionheart Entertainment,Winston",6.6
98491,Wuthering Heights,Robert Fuest,"Drama,Romance",American International Pictures (AIP),7.0
